text,target
hastavla puta madre de pedo #felices23 #te amo te putas amo! y sin ti no soy. nada alba,0
arbitro joto le da miedo sacar tarjetas a su papi #televisa #americavschivas #esteclasicoes,1
ya vamos para el trabajo como buena persona que se supera #luchona,0
yo feliz con mi regalo 😍 #tvdecloset #pasiva #tvdeclosetbonita #putita #paralosmachos #lenceriagay #travesti,0
aficionada a las chivas era la licenciada un día la quiso llamar la muerte no pudo pronunciar su nombre y se la cargó la chingada.,0
no es mi pedo tener una amistad normal y tranquila con alguien y que la tomes a tus putos celos wey.,0
indicadores macroeconómicos probabilidad y costos en verdad me van a volver loca.🙃,0
ya ando bien lupita d'alessio y me siento toda una mujer ultra luchona.,0
@usuario @usuario @usuario lo dice alguien que sin duda le va a un equipo marica... espero no seas americanista ya que son más putos y maricones que un maricon y puto,1
@usuario votaste a favor de la corrupción se te olvido tu pasada de frontera sin papeles al norte ahora tenes hambre de robar hdp,1
ok ok está bien ya me pasé de verga.  *se baja del tren del mame*,0
@usuario o tal vez no lo quieren como la mayoría de los mexicanos por puto populista quizá???,1
@usuario es un hdp quien se burla de un animal,1
@usuario todosson iguales oportunistas a seguir mamando del dinero ajeno @usuario lo del @usuario @usuario es no tener madre @usuario,0
llegar a tiempo a desahogo d prueba es responsabilidad del litigante; q ingrese al desahogo ya valió madre 35 min dsps y contando @tsjqro,0
este fin iba a ser mi regreso (por fin) a irapuato ☹ iba porque soy una mujer luchona que no quiere faltar un día a su trabajo,0
no mames wey otra vez se me estrello mi cel putos iphone princesas😩,0
la primera regla es: no le creas nada a esos putos religiosos doble moral. ¡nada!,1
pero como mexicanos solo somos habladores como las putas gallinas solo cacaraqueamos pero no actuamos...,0
seguimos culiando le encanta la verga a esta putita,1
ahora ya me puedes mandar a la chingada mas bonito y mejor. #280characters,0
@usuario @usuario totalmente de acuerdo es una mentada de madre q lo hagan ahí ni siquiera equipo de primera tienen y en un estadio que se está derrumbado,0
que lo demande  o lo busque y lo reviente a coñazo detrás de cámara a ese mamaguebo maricon de mierda 🖕🏻,0
los caballeros no tenemos memoria  a menos que sean los caballeros templarios a esos putos no se  les olvida nada.,1
mi papa me tiene hasta la verga con que me parezco a los del  video del chuntaro styles,1
obvio los odio porque  siempre hay camiones en mi casa tapando la cochera ruidi todas  las mañanas incluso peor los putos sábados  anyway,0
paren de mamar pendejos . no es saludable pero no son bacinicas.😠,1
no mames pinches iraquíes ya me imagino que sus  viejas cuándo les quieren dar sus trancacitos se echan a correr putos 😂😂😂 <url>,1
comportandonos de la peor manera dandole la espalda ala madre naturaleza todos quieren dominar al mundo,0
ese niño que es tan hiperactivo y parece que te va a volver loca es el que termina conquistandote con esa mirada traviesa 😄💙,0
todos los meses me dan unos putos colicos pero estos.... me  duelen mucho 😭😭,0
ya no entendí nada quede loca con la revelación del final. #ahscult,0
estoy hasta la madre de dar y no recibir. buscaré un vato que namas me dé. bien duro,0
buen día hijos de sus putas perras y guangas madres.,1
lee bien con atencion la oracion son putas que andan con varios hombres no que esten rodeadas de ellos,1
el puto lordsky no me quiere hablar me cago en la puta re puta so puta hijha de puta hija de un millon de putas &gt;:(,0
creó lo van hacer maricon con tanta comodidad y suavidad.,0
"le dió ""me encanta"" a mi foto de perfil en fb😍😍 hasta ss le hice jajajajaja no estoy loca",0
"""asiáticos con cabello de tazón"" me quiero reír pero mi papá me va a ver y va a decir que estoy loca xkksndk",0
me dije que había que volver a la normalidad. y ¿qué putas es eso?,0
apenas me levanto buenos dias señores hoy no hay diseño pero si clasico joven vamos cruz azul y que chinge su madre el america,1
tania llasera ha sido mamá por segunda vez,0
jungkook me saca 8 putos años &gt;:'v y namjoon 10 alv eso si es estar jodida. nacimos en el lugar correcto…,0
:( esta de la verga amigo ya van mas de 10 muertos en esta carretera en la ultima semana bendiciones.,0
si estas peda y empiezas a enviarle mensaje a tu ex bueno ya valiste verga charlie,0
@usuario @usuario @usuario  chinga a toda tu reputa madre arjentino de mierda !!,1
y el américa dando vergüenza... chingas a tu madre @usuario,1
la mujer moderna luchona e independiente prefiere por mucho un hombre que la haga sufrir!!#raro,0
aquí el cabron de @usuario se monta a el putito de @usuario,1
qué putos son los hondureños así piensan jugar un mundial @usuario qué asco tenerlos representando a @usuario,1
si lees bien el tuit estaba tragando cereal y no verga ☝️,0
el jueves tengo clases y esta de la chingada yo quería ver a lng sht dos días seguidos.,0
ayer subí una foto que decía “aftersex” jaja y las putas zorras que nunca les había hablado se me insinuaron y después me ofrecían trio😭,1
todo el tiempo me tiran al chuky chingada madre que no ven que es un bebito?!!!!!  #mexicandesmotherpalmundial,0
"wey en españa the hangover o ""¿qué pasó anoche?"" se llama ""el resacón"". verga.",0
@usuario cuando eres hermana hija madre padre abuel@ amig@ tóxica y luchona a la vez...,1
@usuario @usuario @usuario y cual es el problema de servir la patria maricon pero si estes contento que tus hijos no tengan libertades y coman de la basura.,1
dejen de andar buscando sugar daddy y aprender a trabajar y a ganar dinero ni que estuvieran tan buenas. aparte de putas huevonas.,1
😂 😂 se mamo con los de zacatecas!  #francoescamilla saludos a bryan andrade,0
pasivo perfecto no es quien tiene mucha nalgas es quien te aguanta verga tras verga.,1
venir a pagar el cable y ahorrar para comprarle ropa a mi novia no me hace menos hombre putos.,0
esta de la verga agarrar tu teléfono revisarlo y no ver tu ningún chat interesante 👎,0
el que no vive para servir no sirve para vivir. madre teresa de calcuta #díainternacionaldelabeneficencia,0
jóvenes preparan “agua loca” en un tinaco y resultan intoxicados,0
#resucitodelascenizas ikki es el más vergas de los caballeros del zodiaco los otros 4 son una bola de putos,1
putos robos osea que antes no era seguro? nos mintieron?,0
@usuario haber lameculos donde esta la trepadora d @usuario ustedes siempre queriendo quedar bien,1
"la última rima de hoy de @usuario será : ""la nacional de méxico  perfect putos me la llevé sin réplicas"" 😎🤘 #redbullbatalladelosgallos",0
ha ha!!! karmaaaaaaaaaaa!!! #noerapenal putos viva méxico 🇲🇽,0
muero de ganas de comer una tarta de lo que sea acá no usan la harina para otra cosa que no sea hacer putas tortillas man,0
ya me urge que sea halloween para andar metiendo verga a las más putas que no son putas el resto del año.,1
no mames @usuario es como la 5a vez que sacas ésta noticia. no se a quien mandó a la chingada pero ya superenlo.,0
ay esta chaviza tan loca. gracias por resolver mi duda existencial (?),0
mi doctora me prohibio estar triste enojada estresada etc  lpm como carajos quiere que controle mis putos sentimientos...,0
les hace falta ver más bax :v ches jotos putos :v ojalá y algún día sepan que es un@ dios@ xdxddd :v,1
está de la verga ser pobre. ya no tengan hijos no sean cabrones.,0
"los vecinos ya me han de ubicar como la loca que ""no canta bien pero canta recio"" :d",0
chavas de verdad tengan cuidado con quién están hay gente loca que empieza con 'celos enfermos' y nunca mejoran.…,0
eso es todo con la sra hijos de su puta madre y para el que lo hizo mis respetos y así todos los demás ratas putos,1
hijos de la verga  sin ilegales  aquí hacemos lo mismo o peor con los sudamericanos y nadie se quejan ni llora. @usuario,1
llega una edad en la q una tiene la madurez de aceptarse tal y como es; sabes q no tendrás cuerpo d modelo y simplemente te chingas un tamal,0
hoy también se me hizo tarde chingada madre!! 😤😤,0
@usuario @usuario @usuario quien lo dice?  un lameculos chupa pitos?,1
me cagan los weyes mamados por chocho que se sienten con el derecho de dejar regado todo lo que usaron en el gym putos artificiales.,1
el mio? jalandome la verga y haciendo videos sucios para twitter! y el tuyo? ; ),0
:v sera porque hay hombres pendejos que se creen sexys xd jajajajaja sus putas mamadas.,1
solo para los clientes más exigentes te voy a estar esperando. #putas #jalisco |,0
ya va a ser 2018 y yo sigo cayendo en videos de putos gemidos,0
amo a hector jiménez esquivel! casi no salgo con el joto ese me falta conocerlo más y el a mi! pero sé! yo sé que nos amamos!,0
reallll qp joe y nick fueron mis mayores crushes desde los 7 años hasta los 15 jajajajajaja la más loca fan,0
"reseña del libro ""memoria de mis putas tristes""  mi blog",0
consintiendo a la esposa con otra verga mira como lo chupa!  rt si quieres ver más,0
bueno ya vieron a este joto no dice nada d su patro geño #cdvictoria #tamaulipas #eeuu pobre guey vendido #tampico,1
el día que te vuelva a ver y no se me pare preocupate. porque ya valió verga.,0
que bueno que se quedaron sin mundial putos @usuario,1
que bueno que te expulsaron maricon y encima tienes el descaro de decir que es gol,0
ya desayuné ya me bañé ya salí de casa ¿qué falta? por que también ya ando valiendo madre.,0
"prefiero el español al inglés no es lo mismo ""mess"" a ""desmadre"" o ""fuck you"" a ""chingas a toda tu puta madre""",0
a caray espero k esos seguidores nuevos sea automatizado xk ya hasta putas me siguen😹😹😹,1
los maestros siempre vienen conmigo a hablar mal de otros maestros. los niños a decirme quién les gusta. mi única respuesta: me vale verga.,1
ahuevo le hubiera dado mas fuerte a ese pinche joto chismoso,1
hdp: hijx del patriarcado. las putas no tienen la culpa de sus mamadas. 💜,0
@usuario realmente estás obsesionado con esa madre del huracán,0
yañes le hubieras partido buen su madre por maricon,0
como pidiendo dinero los millones de la selección cuanto dejaron pasar millones de dólares solo por veneficiar a televisa..uuuu putos.,1
dejen de cortar todos los putos directos o lo siguiente que corte sera su puto cuello,0
@usuario que poca madre!! estos son mega delincuentes soberbios alibaba se queda péndejo alado de estas ratas...,1
sí verga. ¿qué vergas les picó hoy? la violencia virtual en masa linchar está de la verga.,0
mucho reconocimiento por sus calificaciones pero son unos putos huevones irresponsables e impuntuales 😒,1
mi equipo juega a las putas 11 y nadie quiere ir :(,0
putos ecuatorianos &gt;:v no es mundial si no va argentina,1
tantos putos oxxos y en ninguno tienen tarjetas de steam y spotify 🙄,0
uno ya no puede decir cosas chistosas en tuister porque se lo toman muy enserio.  pinches putos.,1
así nosotras @usuario  ¿como putas dejar de fumar? ja ja,0
país donde está la gente más luchona y chingona del mundo!! #vivamexicocabrones #vivamx #mexico,0
para los putos q dicen q nuestra liga es mediocre. #sientetuliga,1
nunca se acostumbren a hablar todos los días con alguien porque cuando dejan de hacerlo se siente de la verga.,0
q joto te viste @usuario .. cuanto duraste juntando el jabon en polvo?? porq se ve q el poli te trae ganas😙😙😙😙,1
si existe i know that feel y está de la chingada. un fisioterapista echa el paro,0
y todavía hay imbéciles mexicanos que los apoyaron el mundial pasado que se vayan a la verga putos ticos,1
¿por qué putas solo tengo 140 caracteres por tweet? ¡¿por qué no puedo digievolucionar!?,0
y tus putos tigres joto? ganaron?  pero para chingar a su madre cabron!,0
en estos momentos de la vida es dónde me pregunto porqué putas no fui futbolista... 😯,0
marica vez como haz cambiado ya ni aguantas nada.,0
#todoibabienpero me llamaron los del banco uno guardando para un mejor futuro y otros le dan en la madre al futuro de los demás,0
la misma mamada de siempre mueven el balón todo el campo y en red zone salen con sus putas mierdas. me cago en la madre de tomlin y haley.,0
tenía rato que no veía a bolillo tan feliz verga😭😭💞😍,0
oye @usuario no te preocupes aquí en twitter todas somos bien putas. eres muy atento por pagar los taxis todo un caballero la verdad,0
hay dos tipos de mujeres: 1. las putas traumadas con el maquillaje. 2. las feas que les gusta el anime.  pues yo creo que soy mitad mitad.,0
callate maldito llorón claro como ya no pudiste apoyar a ecuador vas de marica con otros partidos 🤣🤣🤣,0
ya ponte pedo hijo de tu pinche madre ya quiero que me marques. 😬,1
pinches ticos hijos de su puerca madre.⚽️,1
no me importa lo que digan esos putos periodistas la puta que los pario ooohhhooo oooohhoooo,1
otra vezcuando irá a ser la noche que me duerma temprano la puta madre,0
porque como las putas no se les marca así las tetas,0
¿es neta lo que dijo el estúpido de @usuario acerca de los damnificados en #oaxaca ? #hdp,1
lo bueno que van vs australia y no vs los cojos de nueva zelanda putos simios de cagada.,1
viva méxico y su gente luchona extrovertida eficaz.,0
deja ya las putas drogas pinche marihuano de mierda,0
se aperraron por los lugares para las practicas y me quedé valiendo verga pinches perros alv,1
tú que ves que malo soy de nacimiento pecador desde el seno de mi madre. (sal 51 7),0
la neta ya váyanse a la verga con el tráfico no hay puta hora en la que no pueda ir a más de 50 que poca madre.,0
me caga los huevos que transmitan en vivo para arreglarse su cochambroso cabello consíganse un puto espejo mierda!!!  jajajaja #ira,1
¿que pedo con la banda que la caga y cree que pidiendo disculpas ya? conmigo la cagas y te vas a la verga por siempre.,0
ya estoy hasta la madre de que me digan lo de los tacos y la salsa. putos todos.,1
@usuario puto anciano de mierda como siempre defendiendo a delincuentes como él! chspm amloco @usuario  anciano tranza e hdp!,1
mi semestre podrá estar yéndose a la verga pero ustedes lo hacen divertido y menos suicida 💗 @usuario,0
iba a darles los buenos días y me entero de lo de las vegas ¿que putas le pasa a la humanidad?,0
si yo tuviera una death note seria como kira pero me dedicaría a extinguir a todas las putas !!!,1
no sé si me voy a ir al cielo en mi salón había una santurrona que nada más probó la verga conmigo y se fue como hilo de me…,0
ser detallista vale verga si no te quieren es no y ya.,0
este partido en realidad vale pa pura verga las dos selecciones iban a clasificar. panamá está mandando a eua al repechaje amigos.,0
si van a andar de putas por lo menos quiten su foto donde se están besando con el novio no mamen... insípidas e insignificantes luchonas,1
"no es lo mismo 2013 que 2017 no es lo mismo la ""esperanza del #cambioverdadero""que estar hasta la madre del cambio...incluyendo sus voceros",0
hablas como una musa pero te comportas como una loca.,1
que triste que tengan que vestirse como putas para sentirse bonitas,1
"ahora sí sentí que valía verga y nos asaltaban necesito diez bolillos ""para el susto"".",0
o sea yo pensé que estaba mal pero ya me di cuenta de que ni siquiera soy loca bien.,0
fue a hablar de putas la tacones. no erais vosotros los que querías quitar a los catalanes su autonomía vía art.155?,0
estoy hasta la puta madre de que todas las cosas de star wars estén bien putas caras,0
@usuario chinga tu madre estoy cenando culero 🙄,1
follow me @usuario !! ten un buen retorno. abrazo grande mi marica mayor.,0
atrapada en la zona oriente. no hay forma de pasar a mi casa. me lleva la verga !!!,0
fui por putas y ya saqué una cita para el viernes que nervios.,0
no valen verga los djs ya y sus canciones pop baratas 😷,0
"gente que se sube al mame de ""octubre"". aqui es mexico! lo spooky pasa en noviembre putas.",0
la • estás bien loca el sábado te vi un súper ratito jajaja pero me caes bien bonita 😘,0
¿cómo decirle que lo extraño? si le valgo madre.,0
al rato lo único que haré es dormirrrr y recuperarme de todos los putos desvelos,0
lo más genial de.perderme 3 meses y que ya nadie me hable es que genuinamente me vale verga.,0
ashingaaaa???!!!! ni me entere de eso!!! como siempre ponen alv!!! pinche raza huevona y censurada qu…,0
porq no dises q televisa pone presidentes vende putas para los mas ricos de pais q tu puedes correr aquienquieras,0
estas para embarrarte mi verga es esa carita de puta y vaciarme en tu cara mientras te aprieto los pezones y te nalgeo,1
no me quiero quedar más tiempo para preparar la exposición pero la maestra está tan loca tengo más miedo que flojera al examen de mañana 😕,0
lo mio es tuyo y lo tuyo... me vale verga yo tengo mis cosas,0
ya ando bien bómboro quiñá quiñá de estudiar finanzas putas corporativas.,0
debe sentirse verga que jefes pagen un vergal dinero para hacerte pendejo en clase. @usuario,1
dicen que es la mariquita de la buena suerte y de la  buena fortuna...  🐞  #like4like…,0
ahora sí fn se mamó en el inventario de sviatoslav richter.,0
hoy otra vez me dejaron mi cierre y toda la apertura de mañana te estás mamando costquirri.😭,0
en serio este video se merece rts de madre #polloalatomo #elfuegonosune que chingoneria.,0
pues x q el jaguar es sexy tiene mirada de mata putos sus tatuajes le van muy bien y tiene un bell…,0
ya estoy hasta la putisima madre no mmames que putas madreeeeees!!!,0
los simpson pizza camita calientica y usted sacando me el marica mal genio vien👍.,0
que porquería como puede esto ser moda de ropa para un masculino. será para un marica,1
esta semana la aplique de mamá/hija/ama de casa/estudiante/soltera/luchona 😏,0
está de la verga enfermarse y no tener doctor que me cuide 🌚,0
@usuario por que tan sensual anche rubia? si eres bien machorra,1
#lavozmexico actua como pinche locaponte dizque a tocar un teclado a lo wey y ya esta.,0
para mal hdp  ya no juegas mcpe ya no me mandas links ya nada cabron,1
yo estoy en un inter con mi 7 verá entonces en conclusión cada una disfruta la vida…,0
"@usuario si este hijodeputa quiere ""ayudar""  debería ser completamente invisible al hacerlo...igual que su bola de secretarios lameculos",1
recuerden q si andan de putas este fin revisar testículos e ingles antes d mamash hay putos q son muy de vivir con verrugas y les vale jaja,0
jajajajajaja yaaaaaa los necesito en vivo y con nueva música que no esté marica :3,0
ahuevo no me dejo de mierdas y su putos amigos de mierda que le voy a tumbar el canal  y me vale verga,1
para lo único que va a servir mi foto de generación es para que mi madre la cuelgue en la sala de su casa.,0
mi novia diciendo que otra niña está loca y celosa jajajaja,0
"la vida es para ser la verga no para sentirse orgulloso por ""valer verga"" en todo padrinos.",0
todos los capítulos por la pinche china y por el puto policía me pagan de esta forma dejándome como su pendeja qué indignada estoy,0
despues asientos arcoiris para la comunidad lgbt. puras putas pendejadas,1
"en mi casa me preguntan.... ""¿y tu amiga loca de la maceta?"" para saber alguna novedad. 😆",0
ya sigue me atl!! me vas a volver loca!! follow me?,0
rikas y jugosas tetas de esta  hermosa  #cdmx  #hermosa #calientes #tetonas #cdmx #linda recomienden y retuiten para co…,0
a que putas vergas la ofendida es otra bonita tus pendejadas! 😂  #aba,0
con el numero que aparace en cada foto es el numero de la chica. hay que marcarles cada una maneja diferente horario,0
sabes que soy super marica para las 💉😭 así que aquí ando jajaja,0
@usuario así como esta chivando a si madre las chivas sin habrá ni un partido😂😂😂,0
"no les gusta usar esa palabra no la digan. pero de ahí a sus clases de ""como ser una mujer elegante"" moralina de la verga 😒",0
esas putas zorras a las que alabas no me llegan ni a los talones .,1
que bueno por putos! y su no era penal. justicia divina 😌,1
si a juan gabriel con una docena de hijos no lo bajábamos de puto imagínate a ti con más de cuarenta años soltero y sin vieja.,1
me estoy cambiando en mi cuarto a riesgo de que los maistros de enseguida me vean las chichis porque no tengo putas cortinas.,0
puta madre spotify porque no me dejas escuchar paul mccartney?,0
la concha de tu madre @usuario,1
desde aquí puedo ver oler presentir sus ganas de vestirse de putas en halloween amigas.,1
que pinche maña y su maldito morbo sobre la conversación de @usuario como si ustedes no lo hicieran.. y son bien putas,1
oye he estado buscándote oye debe haber un demonio entre nosotros o putas en mi cabeza.,0
yo no puedo pasar ni 5 minutos sin mandar a la verga a alguien,0
entonces por tacos pizza chocomilk putas y mucha fiesta en alberca de pelotas,0
hoy tuve casa sola todo el día y me la pasé haciendo tarea perdon por esta vida tan loca.,0
ay está el vídeo del maduro... tiene buena verga el cabrón... se la perdonaban?,0
si miren por mí se pueden ir bien a la verga con sus letreritos.,1
a veces me deprimo porque no tengo fotos fakes de weyes mamados en mi perfil y no puedo ligarme a las putas de twitter.,0
quien conozca al marica de @usuario   digale que es un putito. muy muy pequeñito,1
de una vez ve poniendo mi foto en tu ofrenda porque ya se te murió tu pendeja.,0
hoy es viernes de ser un cabron y darle verga a los putos como lo pidan! @usuario,1
últimamente tengo más voz de joto que de costumbre.,0
cuál v word? vagina? verga? valeverga? viscoso pero sabroso?,0
si quieres venir a darme órdenes paga mi nómina de cualquier otra forma vete a la verga.,1
procurador @usuario si tiene 4 millones para comprarse un ferrari tenga madre y pague la tenencia. video: <url>,0
aceptar que le vales verga a alguien da mucha tranquilidad pero pues se sigue sientiendo feo y quien diga que no está mintiendo machín.,0
y por que disculpa? el otro joto comenzó... le hubieras dado dos no mas por joto y metiche,0
este hijo de un camión de putas cree que con el temblor no pasó nada. a chingar a su madre orele,1
qué verga con los que salen del gym y prenden un cigarro. no es sólo salud ¿qué no les arde el pecho y les duele la vida? #hombreescandalo,1
se me hace que tengo 2 pies izquierdos porque da igual con qué pie me levante siempre me va de la verga.,0
definitivamente tampoco me gustó mis putas tristes. pero el relato de sabina me hace preguntarme ¿el feminismo es sólo esa lucha pro mujer?,0
#menchilaque en facebook ya nadie publica nada chingon puros putos piolines y videos del @usuario  y miltoner alv ya me emperre.,0
no mames. acabo de ver que la vieja es de oaxaca... como putas humillas a alguien siendo de oaxaca?,0
es viernes. y mi verga lo sabe !!!!  seguro hoy no dejará de pararse  ponerse caliente dura venosa y húmeda !!,0
le chuparia esas tetas ricas q se ven y meteria mi verga eb esas dos ricas montañas q ricas y deliciosas se ven,0
nunca sales pero cuando sales lo presumes a madres puto naco.,1
me siento súper luchona y toda una kimberly cuando twiteo cosas así jajajajajajajajajaja,0
me podría valer verga el café *la única bebida y alimento* de cada día para comprar esa peluca :^),0
yo me pongo a tus órdenes con mi culo bien caliente para disfrutar de tu rica y babienta verga papasito,0
este niño te tiro mrd y el maricón no quiere aceptar que la cago,1
de verdad ya quiero irme a la verga de mi casa siempre me tiran mierda bajita la mano.,0
los odio hijos de su puta madre #mexicandesmotherpalmundial,1
@usuario desahoga zaragoza no jueguen ya pasaron tres trenes vacíos y el andén está hasta la madre.,0
a chingar a su madre putos @usuario @usuario @usuario,1
@usuario @usuario que pendejo eres gracias a los gringos tuvimos mundial hace 4 años cuando nunca debimos ir pinche marica de venga la alegría,1
no mames pinches chilangos porque siempre con la inche transa?? porqué siempre a pasarse de listos...no mame…,0
"pues es que sí se escribe así. yo lo escribo así. el ""bato"" es marica en cambio el ""vato"" es chido.",0
marica quien marica tuuu marica yoooo marica jaja 😂😂😂,0
@usuario ya nadie usa esa madre más que los adolescentes #tenemospericos,0
cómo evitar que te dejen en visto: 1. no. 2. le. 3. escribas. 4. a quien. 5. le vales madre.,0
@usuario @usuario así de intrascendente eres pendeja. ve a meterte condones en la nariz pinche perra..,1
@usuario mi amigo robot a todas les quiere dar y uno q otro joto esta pendejo y enfermo q diga no creo mi @boss_robot_ ? no lo creo,1
todavía quedan hombres románticos en este mundo. 💪👌,0
putas filas por qué hacen fila para todo? que estreeees😤,0
que puto te pones cabron uffff asi para meterte la verga mi amor!!!,0
"que espanto con el joto ese que generaliza a los heterosexuales por imbeciles como el es que odian a la ""comunidad"" 🙄",1
que asco de personas.... solo son unas ratas que hablan a lo pendejo..... chingen a su madre los del pan y los que ya no son del pan putos,1
esa gente que pone la alarma sísmica para cotorrear: ojalá se hubiesen caído sus putas casas o muerto uno de sus familiares. o ustedes.,1
tigres??? que es eso??? con que putas se comen esa mierda???,0
la madre naturaleza no se equivoca primero acabo con los pochos en texas y ahora va por esos inútiles cubanos.,1
“no me importa lo que digan esos putos periodistas la puta que los pario oooo hay que alentar a la selección ooooo” #graciasmessi,1
@usuario baia baia hdp @usuario está buena la robadera verdad? #nadieseimaginaq @usuario,1
escorpión: deja de aparentar ser un hijo de puta pues sabemos que por dentro eres tan marica que lloras con salvame de rbd.,1
ten count y sus putas 4 páginas con kurose y su nepe al aire libre *flips table*,0
eh  deja el grupo en paz  los putos somos nosotros,0
cundo hablan de hallar el olvido al estilo jalisco ¿se refieren a volverse putos?,1
@usuario @usuario la puta madre 🙄🙄,0
como van a dejar el agua abierta se inundo todo hdp,1
no tienen madre ni principios tanto el pan como el prd. hipócritas dando patadas de ahogado. y que no digan que el fin es vencer al pri.,1
@usuario tú no te acordaste de mi cumpleaños así que no mames ten tantita madre,0
si amigo seguro tambien peña nieto tiene la culpa de que estes bien pendejo y no te sepas ni las putas leyes del país.,1
1 hora esperando bus de copesa nte sur cuando putas van a hacer algo al respecto?? @usuario,0
los putos audios de whatsapp se escuchan mejor si te pones el telefono en la oreja como si estuvieras llamando,0
hay me metieron la verga por error eeee pero no me gusta,0
no mamen un asco de portada cuando no tienen mas argumentos para joder recurren a esto que poca madre tienen repito que poca madre tienen,1
en el “frente” @usuario  &amp; @usuario  solo tienen la función de ser las putas de @usuario,1
@usuario vas y rechingas a tu madre cada que te lata el corazón.,1
mujeres: no presuman que aprietan a sus veintitantos años no es un orgullo debe ser obligación pinche bola de putas. 🐷…,1
<url> están mame y mame contra los edomexicanos y ahí van pinches chilangos a pedir chichi. váyanse a mty igual de putos,1
:) la vejez..!!1 es un limite.. o el dinero!!1 por que sin dinero no hay putas!! jajaj,0
un vídeo para todos mis seguidores! gracias por seguirme putos! 😈🔥,0
play dead de @usuario es mi mood últimamente. en general toda la música de la loca esta.,0
daría la salud de mi puta madre por poder meterte la lengua en ese culito mi amor.,1
si te digo cuánto te quise no me lo creías hijo de tu puta madre.,1
"#batalladelosgallos dominic el único que podía enfretar a la leyenda viva sin su presencia es un ""perfect putos me la lleve sin replicas"".",0
ah ya va. y para ser más hdp aún simplemente botó la cuestión en la basura. o sea joden por joder.,1
puta madre uno ya no puede ser pobre a gusto… <url>,0
seamos sinceros la verdad es que el amor no duele lo que duele es que te hagan creer que es amor y no sea y se estén…,0
eminem sí es de lo mejor que le pudo pasar al mundo de la música y yo con todo gusto me puedo partir la madre con quién discrepe.,0
c le olvidó el gol q fallo vs alemania hijo d las mil putas mejor cállate culero.,1
todo en la vida se regresa ojalá te cargue la verga cuando se te regrese. jijiji. 🤷🏽‍♀️,1
facebook es para los doble moral. instagram para putas. snapchat para niños down. twitter para guapos altruistas millonarios intelectuales.,1
opino que si esto es noticia queretaro debe estar muy de la verga,0
@usuario dile a tu pinche patron que se puede meter su programa por el culo porque al menos yo no lo estoy viendo putas ratas de mierda...,1
me he vuelto un experto contando calorías.. ¿me estaré volviendo viejo o joto o un insoportable ex gordo? sabe. #midudaexistencial,0
che si el relator es de allboys ponganlo a relatar a los putos de floresta! tremendo culo ardido el hijo de puta.,1
es una danza de tu falda niña pienso mandar a la verga lo que nos contamina,0
en serio a nadie le da risa que le cuenten el final de su serie.  no quedan como graciosos pillos ni nada por el estilo. putos.,0
ya cállate pinche feo quítate todo el maquillaje de la cara joto y después hablas. ew🤢,1
hasta cuando este orgullo me deténdra a decirte que ¡chingues a tu madre!,1
el árbitro ni amarilla .y si se diga de los putos comentaristas ( no dicen nada incluyendo al joto de brisio),1
señor ya deje de chuparse los putos dientes o lo que sea que esté haciendo se escucha en todo el restaurant no mame,0
le hice la parada al pinche autobús tres putas veces y le valió verga.,0
hoy me arregle bien chingón para putas pinches nada.,0
#consalvadoriglesias habrá putas para todos!!! yeii,0
ojalá los hombres usarán sus 2 putas cabezas 😠 y tuvieran la capacidad de empatia y sensibilidad 😒,1
cuando mi hermano tiene novia en la casa se comporta como la gran verga se apendeja el morro puessss,0
valemos para pura madre - mi análisis profundo y profesional del partido.,0
me estoy muriendo del dolor y les vale verga 😒😭💔,0
lastima que sus frases de amor no concuerden con lo putas que son.,1
no lo quería aceptar pero ya valí madre ahora sí. 😍,0
puto asco con honduras y su estrategia putos salvatruchas.. y méxico también no mames perder contra honduras. iuuug. #rusia2018,1
don educado te llaman mendigo puñal pito chico jajaja,1
buen día te mando un abrazo y besos a miguelito 🤗😘😘 ando como loca solo paso por ratos cuídate ❤️,0
hola. enviamos a subcontratista cuando es una zona foránea. la mensajería loca hará la entrega a la brevedad.,0
@usuario estaba con madre en telehit,0
"""sonríele a todos no es necesario que todos sepan que te pelan la verga.""",0
que tal está putita ..siganla me encanta hacerla gozar,0
#repost @usuario (get_repost) ・・・ hoy mi madre se reencontró con mi papi su hermana… <url>,0
la maldición argentina por las malvinas se cumplió  vaya a chuparla a inglaterra putos,1
ando bien intensa juju #culona #travesti #sissy #sexyladyboy #putinalgona #putita,0
que pex con el atlántico!!!!????? esa madre naturaleza anda algo enojada. espero toda la gente del caribe atienda la alerta y se proteja.,0
@usuario que no es @usuario esta madre?,0
¿les ha pasado que ven una foto de alguien que en el pasado les gustaba y ahora se preguntan por qué si estaba de la verga?,0
así este pendejazo jijo de la chingada manipulador engañaidiotas de lópez obrador @usuario,1
pinche mariquita de mierda 💩yáñez ay si ay si doy una cachetada y me voy marica,1
en honor a la madre teresa de calcuta el día internacional de la beneficencia se conmemora #undíacomohoy.,0
mi putito en tanga y en cuatro patas mamando mi verga 🍌🍑,1
para afuera putos chilenos se creían los dioses de sudamericana... bájense de esa nube. humildad pinches #eliminatoriassuramericanas,1
me tienes hasta la madre pero me tienes.,0
y no tienen ne caps no la chinguen con estos putos,1
@usuario jajajaja esa madre ni era pase y lo convertí en un golazo,0
es que no me gustan los putos emojis en un android. verga ya que se actualicen.,0
